Date,Open,High,Low,Close,Adj Close,Volume
2013-11-18,49.75,50.0,47.490002000000004,48.48,48.48,587100
2013-11-19,48.990002000000004,49.0,45.299999,45.799999,45.799999,1682000
2013-11-20,45.98,46.0,43.990002000000004,44.650002,44.650002,1106900
2013-11-21,44.5,45.150002,43.040001000000004,43.790001000000004,43.790001000000004,730200
2013-11-22,43.900002,44.099998,43.25,43.990002000000004,43.990002000000004,947600
2013-11-25,44.279999,45.619999,43.700001,44.18,44.18,727300
2013-11-26,45.0,45.0,43.040001000000004,43.200001,43.200001,873700
2013-11-27,43.549999,43.549999,42.5,43.240002000000004,43.240002000000004,1153300
2013-11-29,42.75,43.849998,42.75,43.240002000000004,43.240002000000004,949900
2013-12-02,43.080002,43.669998,41.52,43.139998999999996,43.139998999999996,5130700
2013-12-03,42.799999,44.849998,42.700001,42.900002,42.900002,3239300
2013-12-04,42.43,42.610001000000004,41.650002,41.830002,41.830002,2777700
2013-12-05,42.279999,42.279999,40.630001,41.049999,41.049999,3380500
2013-12-06,40.75,41.060001,40.639998999999996,40.700001,40.700001,4662300
2013-12-09,40.700001,41.27,40.240002000000004,41.18,41.18,3074000
2013-12-10,41.07,42.84,41.040001000000004,42.560001,42.560001,3289400
2013-12-11,42.32,43.02,42.0,42.459998999999996,42.459998999999996,3367300
2013-12-12,42.009997999999996,43.099998,42.0,42.970001,42.970001,1770500
2013-12-13,42.919998,43.799999,42.919998,43.25,43.25,683800
2013-12-16,43.009997999999996,43.990002000000004,42.110001000000004,43.689999,43.689999,1953900
2013-12-17,43.43,44.0,43.16,43.75,43.75,1396700
2013-12-18,43.650002,44.5,43.099998,44.27,44.27,1225200
2013-12-19,43.959998999999996,44.5,43.82,44.450001,44.450001,593000
2013-12-20,44.299999,44.450001,43.91,44.259997999999996,44.259997999999996,2878600
2013-12-23,44.169998,44.849998,43.549999,44.650002,44.650002,773600
2013-12-24,44.759997999999996,45.02,44.25,44.580002,44.580002,304700
2013-12-26,44.860001000000004,45.009997999999996,44.439999,44.700001,44.700001,513200
2013-12-27,44.77,44.970001,44.09,44.639998999999996,44.639998999999996,393300
2013-12-30,44.450001,44.880001,44.0,44.119999,44.119999,381500
2013-12-31,44.23,44.5,43.759997999999996,44.189999,44.189999,874200
2014-01-02,44.080002,44.18,43.27,43.650002,43.650002,992900
2014-01-03,43.57,44.32,43.169998,43.959998999999996,43.959998999999996,378400
2014-01-06,43.970001,43.98,43.369999,43.68,43.68,597800
2014-01-07,42.16,43.98,42.16,43.869999,43.869999,1371300
2014-01-08,44.02,44.360001000000004,43.400002,43.880001,43.880001,1407100
2014-01-09,43.889998999999996,44.25,43.84,44.130001,44.130001,1093500
2014-01-10,44.169998,46.080002,44.02,45.73,45.73,2008600
2014-01-13,45.700001,47.439999,45.200001,47.040001000000004,47.040001000000004,2278500
2014-01-14,47.16,47.889998999999996,46.91,47.799999,47.799999,2338200
2014-01-15,47.970001,49.189999,47.259997999999996,47.5,47.5,1733000
2014-01-16,47.279999,47.68,47.040001000000004,47.400002,47.400002,1178700
2014-01-17,47.52,48.240002000000004,47.0,48.0,48.0,1572100
2014-01-21,49.380001,49.380001,47.939999,48.169998,48.169998,1570400
2014-01-22,48.110001000000004,49.16,48.080002,48.509997999999996,48.509997999999996,682200
2014-01-23,48.68,48.68,47.580002,47.720001,47.720001,867600
2014-01-24,47.619999,47.709998999999996,45.830002,46.84,46.84,1417500
2014-01-27,45.200001,48.0,45.200001,46.599998,46.599998,717800
2014-01-28,46.77,47.880001,46.77,47.73,47.73,721700
2014-01-29,47.349998,48.48,47.130001,47.779999,47.779999,800900
2014-01-30,47.91,49.630001,47.830002,49.419998,49.419998,1247100
2014-01-31,49.25,49.959998999999996,49.029999,49.349998,49.349998,2011100
2014-02-03,49.349998,49.939999,47.200001,47.439999,47.439999,1184800
2014-02-04,47.439999,48.48,47.32,48.049999,48.049999,891300
2014-02-05,47.84,48.650002,47.150002,47.599998,47.599998,823100
2014-02-06,47.5,49.27,47.5,49.240002000000004,49.240002000000004,1168400
2014-02-07,49.330002,50.27,49.330002,49.939999,49.939999,1837500
2014-02-10,49.990002000000004,50.119999,49.450001,49.84,49.84,763400
2014-02-11,49.73,50.41,49.330002,49.889998999999996,49.889998999999996,1446100
2014-02-12,49.919998,51.0,49.73,50.0,50.0,1405300
2014-02-13,49.98,50.439999,49.59,50.119999,50.119999,695000
2014-02-14,50.150002,50.25,49.59,49.630001,49.630001,891700
2014-02-18,49.720001,50.860001000000004,49.720001,50.110001000000004,50.110001000000004,2748500
2014-02-19,49.84,50.34,49.029999,49.16,49.16,1076100
2014-02-20,50.23,52.779999,49.099998,51.52,51.52,2623600
